date,users,temp,hum,windspeed,workingday,holiday
2011-02-17,2475.0,17.86916666666667,50.5,15.416979166666666,1,0.0
2011-02-18,2927.0,21.388333333333332,51.666666666666664,17.749975,1,0.0
2011-02-19,1635.0,16.36583333333333,18.791666666666668,33.9999875,0,0.0
2011-02-20,1813.0,11.582500000000001,40.916666666666664,15.875091666666668,0,0.0
2011-02-21,1107.0,12.436666666666667,60.5,20.625670833333334,0,1.0
2011-02-22,1462.0,7.653333333333333,62.083333333333336,16.8329125,1,1.0
2011-02-23,1919.0,8.9175,42.625,6.5012333333333325,1,0.0
2011-02-24,1809.0,11.958333333333334,69.5,16.458829166666668,1,0.0
2011-02-25,1463.0,14.862499999999999,72.125,22.54242916666667,1,0.0
2011-02-26,1969.0,11.582500000000001,53.791666666666664,12.500245833333333,0,0.0
2011-02-27,2404.0,13.905833333333334,68.79166666666667,8.416875,0,0.0
2011-02-28,1455.0,16.434166666666666,87.83333333333333,19.2499375,1,0.0
2011-03-01,1851.0,10.933333333333332,53.5,14.500475,1,0.0
2011-03-02,2134.0,13.735,44.958333333333336,20.62483333333333,1,0.0
2011-03-03,1685.0,8.131666666666666,31.833333333333332,15.125529166666666,1,0.0
2011-03-04,1944.0,10.728333333333333,61.041666666666664,13.624170833333332,1,0.0
2011-03-05,2077.0,15.750833333333333,78.91666666666667,16.875345833333334,0,0.0
2011-03-06,608.0,15.511666666666665,94.54166666666667,23.041858333333334,0,0.0
2011-03-07,1874.0,10.625833333333334,57.0,22.834437500000003,1,0.0
2011-03-08,2133.0,11.9925,42.083333333333336,8.08355,1,0.0
2011-03-09,1891.0,12.129166666666665,77.54166666666667,14.75005,1,0.0
2011-03-10,625.0,15.784999999999998,0.0,17.500120833333334,1,0.0
2011-03-11,1979.0,12.983333333333334,66.125,15.208720833333333,1,0.0
2011-03-12,2132.0,13.495833333333332,59.458333333333336,14.791924999999999,0,0.0
2011-03-13,2450.0,15.716666666666667,53.291666666666664,17.749975000000003,0,0.0
2011-03-14,2049.0,13.222499999999998,50.333333333333336,9.166716666666668,1,0.0
2011-03-15,2059.0,12.983333333333334,65.41666666666667,12.0842875,1,0.0
2011-03-16,2195.0,14.862499999999999,78.58333333333333,13.875141666666666,1,0.0
2011-03-17,2744.0,17.015,60.291666666666664,14.041804166666667,1,0.0
2011-03-18,3244.0,21.8325,53.291666666666664,15.374825,1,0.0
2011-03-19,3117.0,19.3725,37.916666666666664,24.66716666666667,0,0.0
2011-03-20,2471.0,13.6325,47.375,13.917295833333334,0,0.0
2011-03-21,2078.0,17.493333333333332,73.625,19.459033333333334,1,0.0
2011-03-22,2703.0,18.108333333333334,62.458333333333336,15.12525,1,0.0
2011-03-23,2124.0,14.213333333333333,83.625,15.749745833333334,1,0.0
2011-03-24,1865.0,11.685,80.58333333333333,16.333762500000002,1,0.0
2011-03-25,2210.0,10.830833333333333,49.5,15.458575000000002,1,0.0
2011-03-26,2496.0,10.899166666666666,39.416666666666664,14.041245833333333,0,0.0
2011-03-27,1699.0,10.25,50.416666666666664,12.2919875,0,0.0
2011-03-28,2030.0,10.762500000000001,30.791666666666668,14.083679166666668,1,0.0
2011-03-29,2425.0,12.402500000000002,31.416666666666668,15.208720833333333,1,0.0
2011-03-30,1536.0,12.299999999999999,64.66666666666667,11.583462500000001,1,0.0
2011-03-31,1685.0,11.001666666666667,91.83333333333333,14.582270833333332,1,0.0
2011-04-01,2227.0,12.299999999999999,68.625,17.333458333333333,1,0.0
2011-04-02,2252.0,12.915,65.375,13.208770833333332,0,0.0
2011-04-03,3249.0,15.511666666666665,48.0,12.208237500000001,0,0.0
2011-04-04,3115.0,23.506666666666664,42.625,25.833245833333333,1,0.0
2011-04-05,1795.0,16.980833333333333,64.20833333333333,26.000466666666668,1,0.0
2011-04-06,2808.0,16.024166666666666,47.083333333333336,17.6251875,1,0.0
2011-04-07,3141.0,17.9375,60.291666666666664,10.8749375,1,0.0
2011-04-08,1471.0,13.769166666666665,83.625,15.208441666666667,1,0.0
2011-04-09,2455.0,14.042499999999999,87.75,8.916583333333334,0,0.0
2011-04-10,2895.0,17.493333333333332,85.75,9.833366666666667,0,0.0
2011-04-11,3357.0,24.189999999999998,72.625,21.625645833333333,1,0.0
2011-04-12,2034.0,20.602500000000003,73.91666666666667,18.416904166666665,1,0.0
2011-04-13,2162.0,16.912499999999998,81.91666666666667,16.791316666666667,1,0.0
2011-04-14,3267.0,19.1675,54.041666666666664,7.416900000000001,1,0.0
2011-04-15,3126.0,18.313333333333333,67.125,15.167125,0,1.0
2011-04-16,795.0,17.664166666666667,88.83333333333333,22.834158333333335,0,0.0
2011-04-17,3744.0,18.723333333333333,47.958333333333336,20.334220833333333,0,0.0
2011-04-18,3429.0,21.0125,54.25,10.958966666666667,1,0.0
2011-04-19,3204.0,20.739166666666666,66.58333333333333,10.584045833333333,1,0.0
2011-04-20,3944.0,24.395,61.416666666666664,16.208975,1,0.0
2011-04-21,4189.0,18.825833333333332,40.708333333333336,21.792308333333335,1,0.0
2011-04-22,1683.0,13.803333333333333,72.95833333333333,14.707895833333334,1,0.0
2011-04-23,4036.0,18.86,88.79166666666667,15.458575000000002,0,0.0
2011-04-24,4191.0,23.848333333333333,81.08333333333333,12.875725000000001,0,0.0
2011-04-25,4073.0,24.873333333333335,77.66666666666667,12.417333333333334,1,0.0
2011-04-26,4400.0,25.898333333333337,72.91666666666667,21.875500000000002,1,0.0
2011-04-27,3872.0,25.42,83.54166666666667,20.9174,1,0.0
2011-04-28,4058.0,25.3175,70.08333333333333,21.500858333333337,1,0.0
2011-04-29,4595.0,20.91,45.708333333333336,16.084187500000002,1,0.0
2011-04-30,5312.0,19.3725,50.333333333333336,15.750025,0,0.0
2011-05-01,3351.0,18.518333333333334,76.20833333333333,7.125729166666666,0,0.0
2011-05-02,4401.0,22.515833333333333,73.0,12.291429166666667,1,0.0
2011-05-03,4451.0,25.28333333333333,69.70833333333333,22.95866666666667,1,0.0
2011-05-04,2633.0,16.980833333333333,73.70833333333333,22.042720833333334,1,0.0
2011-05-05,4433.0,18.825833333333332,44.416666666666664,19.791241666666668,1,0.0
2011-05-06,4608.0,19.645833333333332,59.0,15.292470833333333,1,0.0
2011-05-07,4714.0,21.32,54.125,10.75015,0,0.0
2011-05-08,4333.0,21.661666666666665,63.166666666666664,5.0007125,0,0.0
2011-05-09,4362.0,21.8325,58.875,11.792,1,0.0
2011-05-10,4803.0,21.8325,48.916666666666664,7.749945833333334,1,0.0
2011-05-11,4182.0,22.242500000000003,63.291666666666664,8.082991666666667,1,0.0
2011-05-12,4864.0,21.935000000000002,74.75,12.707666666666666,1,0.0
2011-05-13,4105.0,21.0125,86.33333333333333,12.041575,1,0.0
2011-05-14,3409.0,21.354166666666668,92.25,9.04165,0,0.0
2011-05-15,4553.0,23.0625,86.70833333333333,10.249604166666666,0,0.0
2011-05-16,3958.0,23.6775,78.79166666666667,8.500345833333332,1,0.0
2011-05-17,4123.0,23.028333333333336,83.79166666666667,18.582729166666667,1,0.0
2011-05-18,3855.0,22.55,87.0,13.499941666666667,1,0.0
2011-05-19,4575.0,21.764166666666668,82.95833333333333,7.2502375,1,0.0
2011-05-20,4917.0,22.003333333333334,71.95833333333333,8.3758375,1,0.0
2011-05-21,5805.0,24.7025,62.666666666666664,8.08355,0,0.0
2011-05-22,4660.0,24.770833333333332,74.95833333333333,9.916558333333333,0,0.0
2011-05-23,4274.0,25.898333333333337,81.0,15.667391666666667,1,0.0
2011-05-24,4492.0,27.060000000000002,74.08333333333333,13.875141666666666,1,0.0
2011-05-25,4978.0,27.094166666666666,69.625,10.333633333333333,1,0.0
2011-05-26,4677.0,29.041666666666668,67.75,13.375991666666666,1,0.0
2011-05-27,4679.0,27.948333333333334,65.375,16.12550416666667,1,0.0
2011-05-28,4758.0,26.889166666666668,72.95833333333333,15.416141666666666,0,0.0
2011-05-29,4788.0,27.367500000000003,81.875,14.3338125,0,0.0
2011-05-30,4098.0,30.066666666666666,68.5,8.792074999999999,0,1.0
2011-05-31,3982.0,31.775000000000002,63.666666666666664,7.459054166666667,1,0.0
2011-06-01,3974.0,31.33083333333333,67.70833333333333,13.875141666666666,1,0.0
2011-06-02,4968.0,29.314999999999998,30.5,19.5832625,1,0.0
2011-06-03,5312.0,25.42,35.416666666666664,16.959095833333333,1,0.0
2011-06-04,5342.0,26.035,45.625,8.250491666666667,0,0.0
2011-06-05,4906.0,26.581666666666667,65.25,9.292341666666667,0,0.0
2011-06-06,4548.0,27.811666666666667,60.0,8.167020833333334,1,0.0
2011-06-07,4833.0,29.007500000000004,59.791666666666664,12.583158333333332,1,0.0
2011-06-08,4401.0,31.809166666666666,62.208333333333336,9.166716666666668,1,0.0
2011-06-09,3915.0,33.141666666666666,56.833333333333336,10.042183333333334,1,0.0
2011-06-10,4586.0,30.955,60.5,9.417129166666667,1,0.0
2011-06-11,4966.0,29.724999999999998,65.45833333333333,10.37495,0,0.0
2011-06-12,4460.0,28.3925,74.79166666666667,10.958966666666667,0,0.0
2011-06-13,5020.0,26.035,49.458333333333336,20.458450000000003,1,0.0
2011-06-14,4891.0,24.770833333333332,50.708333333333336,18.041983333333334,1,0.0
2011-06-15,5180.0,25.69333333333333,47.166666666666664,11.250137500000001,1,0.0
2011-06-16,3767.0,25.761666666666667,68.83333333333333,13.833545833333332,1,0.0
2011-06-17,4844.0,26.61583333333333,73.58333333333333,9.582954166666667,1,0.0
2011-06-18,5119.0,28.563333333333333,67.04166666666667,8.000358333333333,0,0.0
2011-06-19,4744.0,28.665833333333335,66.66666666666667,6.834,0,0.0
2011-06-20,4010.0,26.035,74.625,10.416825,1,0.0
2011-06-21,4835.0,27.91416666666667,77.04166666666667,11.458675,1,0.0
2011-06-22,4507.0,30.066666666666666,70.75,11.5415875,1,0.0
2011-06-23,4790.0,29.861666666666665,70.33333333333333,15.999879166666666,1,0.0
2011-06-24,4991.0,29.690833333333334,57.333333333333336,14.875675000000001,1,0.0
2011-06-25,5202.0,28.495,48.333333333333336,14.041245833333333,0,0.0
2011-06-26,5305.0,27.88,51.333333333333336,6.333733333333334,0,0.0
2011-06-27,4708.0,27.9825,65.83333333333333,7.2083625,1,0.0
2011-06-28,4648.0,30.510833333333334,63.416666666666664,9.666983333333333,1,0.0
2011-06-29,5225.0,29.861666666666668,49.791666666666664,17.541995833333335,1,0.0
2011-06-30,5515.0,28.563333333333333,43.416666666666664,12.4159375,1,0.0
2011-07-01,5362.0,29.622500000000002,39.625,6.874758333333333,1,0.0
2011-07-02,5119.0,30.271666666666665,44.458333333333336,7.7091875,0,0.0
2011-07-03,4649.0,29.383333333333336,68.25,15.333508333333333,0,0.0
2011-07-04,6043.0,29.793333333333333,63.791666666666664,5.459104166666667,0,1.0
2011-07-05,4665.0,30.613333333333333,59.041666666666664,8.459308333333334,1,0.0
2011-07-06,4629.0,29.52,74.33333333333333,10.042183333333332,1,0.0
2011-07-07,4592.0,30.75,65.125,10.666400000000001,1,0.0
2011-07-08,4040.0,29.075833333333335,75.79166666666667,15.083654166666667,1,0.0
2011-07-09,5336.0,30.066666666666666,60.916666666666664,11.250137500000001,0,0.0
2011-07-10,4881.0,30.647499999999997,57.833333333333336,12.292545833333334,0,0.0
2011-07-11,4086.0,31.2625,63.583333333333336,18.9166125,1,0.0
2011-07-12,4258.0,32.56083333333333,55.916666666666664,13.417029166666667,1,0.0
2011-07-13,4342.0,30.613333333333333,63.166666666666664,9.790933333333333,1,0.0
2011-07-14,5084.0,27.91416666666667,47.625,16.124666666666666,1,0.0
2011-07-15,5538.0,27.19666666666667,59.125,12.249833333333333,1,0.0
2011-07-16,5923.0,28.153333333333336,58.5,13.958891666666666,0,0.0
2011-07-17,5302.0,29.485833333333332,60.416666666666664,16.417233333333332,0,0.0
2011-07-18,4458.0,30.613333333333333,65.125,14.458879166666668,1,0.0
2011-07-19,4541.0,31.843333333333334,65.04166666666667,8.750200000000001,1,0.0
2011-07-20,4332.0,31.501666666666665,70.70833333333333,7.6257166666666665,1,0.0
2011-07-21,3784.0,33.415,69.125,14.875395833333334,1,0.0
2011-07-22,3387.0,34.781666666666666,58.041666666666664,8.9177,1,0.0
2011-07-23,3285.0,34.81583333333333,50.0,8.791795833333333,0,0.0
2011-07-24,3606.0,34.03,55.083333333333336,11.334445833333334,0,0.0
2011-07-25,3840.0,30.476666666666663,75.70833333333333,6.084158333333334,1,0.0
2011-07-26,4590.0,31.638333333333335,54.083333333333336,13.417308333333333,1,0.0
2011-07-27,4656.0,31.775000000000002,40.291666666666664,12.2919875,1,0.0
2011-07-28,4390.0,31.94583333333333,58.333333333333336,11.958104166666667,1,0.0
2011-07-29,3846.0,34.37166666666666,54.25,11.6672125,1,0.0
2011-07-30,4475.0,32.97083333333333,46.583333333333336,11.2920125,0,0.0
2011-07-31,4302.0,33.03916666666667,48.083333333333336,11.0424375,0,0.0
2011-08-01,4266.0,31.638333333333332,55.083333333333336,10.500016666666667,1,0.0
2011-08-02,4845.0,32.11666666666667,49.125,13.79195,1,0.0
2011-08-03,3574.0,29.998333333333335,65.75,9.084083333333334,1,0.0
2011-08-04,4576.0,29.11,75.75,13.20905,1,0.0
2011-08-05,4866.0,29.144166666666667,63.083333333333336,12.374620833333333,1,0.0
2011-08-06,4294.0,29.383333333333336,75.5,15.29275,0,0.0
2011-08-07,3785.0,30.4425,75.29166666666667,13.4996625,0,0.0
2011-08-08,4326.0,31.365,59.208333333333336,12.875725000000001,1,0.0
2011-08-09,4602.0,31.775000000000002,57.041666666666664,10.125095833333333,1,0.0
2011-08-10,4780.0,31.433333333333334,42.416666666666664,13.417308333333333,1,0.0
2011-08-11,4792.0,29.4175,42.375,11.041320833333332,1,0.0
2011-08-12,4905.0,29.041666666666668,41.5,8.416595833333334,1,0.0
2011-08-13,4150.0,28.11916666666667,72.95833333333333,14.167429166666667,0,0.0
2011-08-14,3820.0,27.743333333333336,81.75,14.916433333333332,0,0.0
2011-08-15,4338.0,27.299166666666665,71.20833333333333,13.999929166666666,1,0.0
2011-08-16,4725.0,28.734166666666667,57.833333333333336,15.834054166666668,1,0.0
2011-08-17,4694.0,29.656666666666666,57.541666666666664,9.625666666666666,1,0.0
2011-08-18,3805.0,29.17833333333333,65.45833333333333,15.624958333333334,1,0.0
2011-08-19,4153.0,28.084999999999997,72.29166666666667,9.333658333333334,1,0.0
2011-08-20,5191.0,28.5975,67.41666666666667,6.999266666666666,0,0.0
2011-08-21,3873.0,29.144166666666667,77.0,16.666529166666667,0,0.0
2011-08-22,4758.0,28.358333333333334,47.0,18.54225,1,0.0
2011-08-23,5895.0,26.27416666666667,45.541666666666664,9.8330875,1,0.0
2011-08-24,5130.0,27.60666666666667,60.5,16.958258333333333,1,0.0
2011-08-25,3542.0,28.050833333333333,77.16666666666667,14.125833333333334,1,0.0
2011-08-26,4661.0,28.700000000000003,76.125,5.625487499999999,1,0.0
2011-08-27,1211.0,27.47,86.0,32.874387500000005,0,0.0
2011-08-28,4446.0,28.1875,65.75,30.791525000000004,0,0.0
2011-08-29,4634.0,26.103333333333335,55.458333333333336,10.708275,1,0.0
2011-08-30,5204.0,26.205833333333334,54.833333333333336,8.375558333333332,1,0.0
2011-08-31,5058.0,26.923333333333332,59.791666666666664,5.583333333333333,1,0.0
2011-09-01,5115.0,26.855,63.916666666666664,9.500320833333333,1,0.0
2011-09-02,4727.0,26.376666666666665,72.70833333333333,9.375254166666666,1,0.0
2011-09-03,4484.0,27.435833333333335,71.66666666666667,12.416775,0,0.0
2011-09-04,4940.0,29.075833333333332,74.20833333333333,13.833266666666667,0,0.0
2011-09-05,3351.0,27.60666666666667,79.04166666666667,14.250620833333334,0,1.0
2011-09-06,2718.0,22.14,88.91666666666667,23.0840125,1,0.0
2011-09-07,1996.0,24.565833333333334,91.70833333333333,6.500395833333333,1,0.0
2011-09-08,1846.0,25.96666666666667,93.95833333333333,12.667745833333333,1,0.0
2011-09-09,3544.0,26.650000000000002,89.79166666666667,8.333404166666666,1,0.0
2011-09-10,5345.0,27.060000000000002,75.375,10.291758333333334,0,0.0
2011-09-11,5046.0,26.786666666666665,71.375,7.708629166666667,0,0.0
2011-09-12,4715.0,26.27416666666667,70.0,5.7089583333333325,1,0.0
2011-09-13,4763.0,26.684166666666666,71.25,9.500879166666667,1,0.0
2011-09-14,4785.0,27.60666666666667,69.70833333333333,11.2091,1,0.0
2011-09-15,3659.0,23.6775,70.91666666666667,18.166770833333334,1,0.0
2011-09-16,4760.0,19.235833333333336,59.041666666666664,11.000283333333334,1,0.0
2011-09-17,4511.0,20.158333333333335,71.83333333333333,12.708225,0,0.0
2011-09-18,4274.0,20.8075,69.5,11.958383333333332,0,0.0
2011-09-19,4539.0,22.515833333333333,69.0,10.166691666666667,1,0.0
2011-09-20,3641.0,23.028333333333336,88.125,9.041929166666668,1,0.0
2011-09-21,4352.0,24.395,90.0,6.459079166666666,1,0.0
2011-09-22,4795.0,25.761666666666667,90.20833333333333,8.584375,1,0.0
2011-09-23,2395.0,24.975833333333338,97.25,5.250566666666667,1,0.0
2011-09-24,5423.0,24.873333333333335,86.25,5.251683333333333,0,0.0
2011-09-25,5010.0,26.000833333333333,84.5,3.375404166666667,0,0.0
2011-09-26,4630.0,26.61583333333333,84.83333333333333,7.416900000000001,1,0.0
2011-09-27,4120.0,26.103333333333335,88.54166666666667,7.917445833333333,1,0.0
2011-09-28,3907.0,26.035,84.875,9.958154166666667,1,0.0
2011-09-29,4839.0,25.283333333333335,69.91666666666667,11.583183333333332,1,0.0
2011-09-30,5202.0,23.13083333333333,64.75,13.833825,1,0.0
2011-10-01,2429.0,16.81,75.375,19.583820833333334,0,0.0
2011-10-02,2918.0,14.623333333333333,79.16666666666667,14.8748375,0,0.0
2011-10-03,3570.0,15.750833333333334,76.08333333333333,5.584170833333334,1,0.0
2011-10-04,4456.0,19.850833333333334,71.0,13.792229166666667,1,0.0
2011-10-05,4826.0,22.07166666666667,64.79166666666667,11.875750000000002,1,0.0
2011-10-06,4765.0,20.260833333333334,62.083333333333336,9.041929166666666,1,0.0
2011-10-07,4985.0,20.944166666666668,68.41666666666667,1.5002416666666665,1,0.0
2011-10-08,5409.0,21.388333333333335,70.125,3.042079166666667,0,0.0
2011-10-09,5511.0,22.174166666666665,72.75,4.25115,0,0.0
2011-10-10,5117.0,23.40416666666667,73.375,2.8343791666666664,0,1.0
2011-10-11,4563.0,23.233333333333334,80.875,9.583791666666666,1,0.0
2011-10-12,2416.0,22.276666666666667,90.625,16.62605,1,0.0
2011-10-13,2913.0,24.155833333333334,89.66666666666667,9.499762500000001,1,0.0
2011-10-14,3644.0,22.584166666666665,71.625,15.000183333333334,1,0.0
2011-10-15,5217.0,20.773333333333333,48.333333333333336,17.29158333333333,0,0.0
2011-10-16,5041.0,20.978333333333335,48.666666666666664,18.875016666666667,0,0.0
2011-10-17,4570.0,21.900833333333335,57.958333333333336,11.750404166666668,1,0.0
2011-10-18,4748.0,21.8325,70.16666666666667,7.3758625,1,0.0
2011-10-19,2431.0,22.174166666666668,89.0,16.165983333333333,1,0.0
2011-10-20,4195.0,19.509166666666665,63.625,28.292424999999998,1,0.0
2011-10-21,4304.0,17.5275,57.416666666666664,14.833520833333333,1,0.0
2011-10-22,4308.0,17.3225,62.916666666666664,6.208666666666667,0,0.0
2011-10-23,4381.0,17.288333333333334,74.125,6.6673374999999995,0,0.0
2011-10-24,4187.0,18.996666666666666,77.20833333333333,7.959041666666667,1,0.0
2011-10-25,4687.0,19.338333333333335,62.291666666666664,11.166108333333334,1,0.0
2011-10-26,3894.0,19.850833333333334,72.04166666666667,9.958991666666666,1,0.0
2011-10-27,2659.0,19.27,81.29166666666667,13.2500875,1,0.0
2011-10-28,3747.0,13.564166666666667,58.583333333333336,15.375104166666667,1,0.0
2011-10-29,627.0,10.420833333333333,88.25,23.541845833333337,0,0.0
2011-10-30,3331.0,13.085833333333333,62.375,11.833316666666667,0,0.0
2011-10-31,3669.0,13.94,70.33333333333333,7.12545,1,0.0
2011-11-01,4068.0,16.434166666666666,68.375,9.083245833333333,1,0.0
2011-11-02,4186.0,15.4775,71.875,5.500141666666667,1,0.0
2011-11-03,3974.0,16.741666666666667,70.20833333333333,9.166716666666668,1,0.0
2011-11-04,4046.0,16.536666666666665,62.25,18.20920416666667,1,0.0
2011-11-05,3926.0,13.393333333333333,51.916666666666664,12.667187499999999,0,0.0
2011-11-06,3649.0,14.281666666666666,73.45833333333333,6.167629166666667,0,0.0
2011-11-07,4035.0,16.195,75.875,3.834075,1,0.0
2011-11-08,4205.0,16.741666666666667,72.16666666666667,4.6255125,1,0.0
2011-11-09,4109.0,16.400000000000002,75.83333333333333,4.167120833333334,1,0.0
2011-11-10,2933.0,15.58,81.33333333333333,12.667466666666668,1,0.0
2011-11-11,3368.0,13.290833333333333,44.625,21.083225,0,1.0
2011-11-12,4067.0,14.623333333333333,55.291666666666664,14.2081875,0,0.0
2011-11-13,3717.0,18.074166666666667,45.833333333333336,18.875295833333336,0,0.0
2011-11-14,4486.0,21.73,58.708333333333336,20.541920833333332,1,0.0
2011-11-15,4195.0,21.73,68.875,13.375433333333334,1,0.0
2011-11-16,1817.0,18.723333333333333,93.0,9.167554166666667,1,0.0
2011-11-17,3053.0,14.008333333333333,57.583333333333336,20.4592875,1,0.0
2011-11-18,3392.0,11.240833333333333,41.0,11.291733333333333,1,0.0
2011-11-19,3663.0,13.495833333333332,50.208333333333336,15.041220833333334,0,0.0
2011-11-20,3520.0,18.996666666666666,68.45833333333333,12.458649999999999,0,0.0
2011-11-21,2765.0,18.3475,91.0,9.249629166666667,1,0.0
2011-11-22,1607.0,17.083333333333332,96.25,7.959041666666667,1,0.0
2011-11-23,2566.0,18.074166666666667,75.79166666666667,22.500275000000002,1,0.0
2011-11-24,1495.0,15.306666666666667,54.916666666666664,11.209379166666666,0,1.0
2011-11-25,2792.0,15.375,64.375,6.626020833333333,1,0.0
2011-11-26,3068.0,15.409166666666666,68.16666666666667,4.584195833333333,0,0.0
2011-11-27,3071.0,18.825833333333332,69.83333333333333,13.999929166666666,0,0.0
2011-11-28,3880.0,20.56833333333333,74.41666666666667,9.958712499999999,1,0.0
2011-11-29,2914.0,18.791666666666668,83.08333333333333,17.292141666666666,1,0.0
2011-11-30,3613.0,13.325000000000001,61.333333333333336,18.167608333333334,1,0.0
2011-12-01,3727.0,12.8125,52.458333333333336,14.750608333333334,1,0.0
2011-12-02,3940.0,12.880833333333333,62.583333333333336,6.7505291666666665,1,0.0
2011-12-03,3614.0,12.265833333333333,61.291666666666664,6.417483333333333,0,0.0
2011-12-04,3485.0,13.564166666666667,77.58333333333333,5.625208333333333,0,0.0
2011-12-05,3811.0,15.819166666666666,82.70833333333333,4.167958333333334,1,0.0
2011-12-06,2594.0,18.9625,94.95833333333333,15.583083333333335,1,0.0
2011-12-07,705.0,16.81,97.04166666666667,17.833725,1,0.0
2011-12-08,3322.0,10.899166666666666,58.0,16.083908333333333,1,0.0
2011-12-09,3620.0,11.924166666666666,69.58333333333333,5.542016666666666,1,0.0
2011-12-10,3190.0,11.275,50.75,15.625795833333335,0,0.0
2011-12-11,2743.0,9.054166666666667,49.0,4.458291666666667,0,0.0
2011-12-12,3310.0,9.771666666666667,67.08333333333333,4.25115,1,0.0
2011-12-13,3523.0,11.582500000000001,59.0,9.41685,1,0.0
2011-12-14,3740.0,13.0175,66.375,4.084208333333334,1,0.0
2011-12-15,3709.0,17.3225,63.416666666666664,17.958791666666666,1,0.0
2011-12-16,3577.0,15.375,50.041666666666664,17.458525,1,0.0
2011-12-17,2739.0,10.591666666666667,56.083333333333336,16.292166666666667,0,0.0
2011-12-18,2431.0,9.771666666666667,58.625,11.375204166666668,0,0.0
2011-12-19,3403.0,11.343333333333334,63.75,11.584020833333334,1,0.0
2011-12-20,3750.0,15.819166666666666,59.541666666666664,4.1252458333333335,1,0.0
2011-12-21,2660.0,17.561666666666667,85.83333333333333,14.833800000000002,1,0.0
2011-12-22,3068.0,17.356666666666666,75.75,3.167425,1,0.0
